"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
894636,"July 19, 2017",Georgia,Athens,"Hollow Ridge Drive",1,0,N/A
893814,"July 18, 2017",Arizona,Mesa,"600 block of E Kino Dr",1,0,N/A
895171,"July 17, 2017",Idaho,Troy,"Nora Creek Rd",1,0,N/A
889940,"July 14, 2017",Louisiana,"Westwego (Bridge City)","9200 block of E Claiborne Pkwy",1,0,N/A
889468,"July 13, 2017",Mississippi,Columbus,"Florence St",1,0,N/A
886519,"July 8, 2017",Tennessee,Greeneville,"573 Warrensburg Road",1,0,N/A
886470,"July 8, 2017",Illinois,"Des Plaines","9900 block of Linda Ln",1,0,N/A
884717,"July 6, 2017",Louisiana,Harvey,"2400 block of Alex Kornman Blvd",1,0,N/A
882547,"July 4, 2017",Texas,"San Antonio","3134 Mission Gate",1,0,N/A
882040,"July 1, 2017",Indiana,Hammond,"7300 block of Harrison Avenue",1,0,N/A
881562,"June 30, 2017",Georgia,"Jenkins (county)",N/A,1,0,N/A
876396,"June 26, 2017",Alabama,Montgomery,"1714 Coral Ln",1,1,N/A
874949,"June 24, 2017",Missouri,"Saint Louis","10000 block of Toelle Ln",1,0,N/A
874827,"June 24, 2017",Tennessee,Nashville,"Hurst Dr",1,1,N/A
873385,"June 22, 2017",Florida,Bradenton,"300 block of 12th Ave W",1,0,N/A
871853,"June 19, 2017",Ohio,Barberton,"Pasadena Pl",1,0,N/A
870598,"June 19, 2017",Georgia,Macon,"152 Bradstone Cir",1,0,N/A
869455,"June 17, 2017",Oklahoma,Tulsa,"5400 block of North Hartford",1,2,N/A
868755,"June 16, 2017",Georgia,Dallas,"Double Branches Lane",1,0,N/A
866871,"June 14, 2017",Oklahoma,Tulsa,"1000 Block of E 51st Pl N",1,0,N/A
865851,"June 12, 2017",Texas,Dayton,"CR 2342",1,0,N/A
865841,"June 10, 2017","South Dakota","Tripp (county)",N/A,1,0,N/A
862962,"June 8, 2017",Louisiana,"Farmerville (Rocky Branch)",N/A,1,0,N/A
863950,"June 8, 2017",California,Antioch,"4300 block of Palomar Dr",1,0,N/A
862935,"June 6, 2017",Virginia,Chesterfield,"Welch Dr and Old Creek Rd",1,0,N/A
858141,"June 1, 2017",Missouri,"Saint Louis","2500 block of Hodiamont Ave",1,0,N/A
858227,"June 1, 2017",Texas,Houston,"13800 block of Northlake Dr",1,0,N/A
856998,"May 31, 2017",Kansas,Topeka,"715 SW 16th Ave",1,0,N/A
855772,"May 30, 2017",Oklahoma,Chickasha,"1214 W Chickasha Ave",1,0,N/A
852646,"May 26, 2017",Louisiana,"New Orleans","3400 block of Esplanade Avenue",1,0,N/A
852662,"May 24, 2017","South Carolina",Sumter,"Miller Road",1,0,N/A
851634,"May 24, 2017",Illinois,Springfield,"200 block of E Scarritt St",1,0,N/A
849581,"May 21, 2017",Wisconsin,Ontario,"Pisgah Road",1,0,N/A
849267,"May 20, 2017",Kentucky,Campbellsville,"Busy Baker Road",1,0,N/A
849202,"May 20, 2017",Illinois,"Des Plaines","2106 David Drive",1,0,N/A
843005,"May 12, 2017",Texas,"Big Spring","1601 W 11th Place",1,0,N/A
840009,"May 8, 2017",Louisiana,Eunice,"E Dean St",1,0,N/A
837298,"May 5, 2017",Louisiana,"Baton Rouge","11320 Greenwell Springs Rd",1,0,N/A
833871,"May 1, 2017",Michigan,Muskegon,"1751 Evanston Ave",1,0,N/A
833003,"April 30, 2017",Alabama,Leeds,"4100 block of Oak Trail Way",1,0,N/A
832193,"April 30, 2017",Florida,Jacksonville,"Willow Branch Avenue",1,0,N/A
828608,"April 25, 2017",Pennsylvania,Mckeesport,"1300 Block of Ridge St",1,0,N/A
828925,"April 25, 2017",Florida,"Homestead (Florida City)","421 NW 167th St",1,0,N/A
825912,"April 21, 2017",Ohio,Akron,"600 block of Fulmer Ave",1,0,N/A
824453,"April 19, 2017",Texas,Freeport,"1200 W 8th St",1,0,N/A
817641,"April 12, 2017",California,Oakland,"800 block of E 18th St",1,0,N/A
818950,"April 10, 2017",Florida,Orlando,"Ziegler Rd",1,0,N/A
818275,"April 10, 2017",Georgia,"Forest Park","5539 Pineridge Ct",1,0,N/A
815495,"April 9, 2017",Tennessee,Chattanooga,"2516 E 21st St",1,0,N/A
815176,"April 8, 2017",Pennsylvania,Macungie,"3900 block of Orchard Drive",1,0,N/A
811709,"April 4, 2017",Kansas,Wichita,"9700 block of Westlawn",1,0,N/A
823434,"March 27, 2017",Florida,Orlando,"Kitty Hawk Ave",1,0,N/A
801922,"March 23, 2017",Texas,Killeen,"800 block of W Green Ave",1,0,N/A
799973,"March 22, 2017",Texas,Houston,"4002 Corder St",2,0,N/A
800310,"March 22, 2017",Texas,"El Paso","400 Block of Hardy Circle",1,0,N/A
799191,"March 20, 2017",Michigan,"Grand Rapids","800 Block of Kalamazoo Ave SE",1,0,N/A
797622,"March 18, 2017",Michigan,Pontiac,"100 block of Wall St",1,0,N/A
794578,"March 14, 2017",Missouri,"Saint Louis","3300 block of Michigan Ave",1,0,N/A
793717,"March 13, 2017",Louisiana,"Baton Rouge","4747 Southpark Drive",1,0,N/A
791748,"March 10, 2017",Texas,Spring,"21300 block of Greenham Dr.",1,0,N/A
793683,"March 10, 2017",Washington,Seattle,"10200 block of 23rd Court Southwest",1,0,N/A
788646,"March 6, 2017",Kentucky,"Dry Ridge","Kelly Drive",1,0,N/A
788188,"March 4, 2017",Missouri,Otterville,"6249 Kaiser Rd",1,0,N/A
783782,"February 26, 2017",Tennessee,Clifton,"2373 Culps Bend Road",1,0,N/A
783373,"February 25, 2017",Georgia,Grovetown,"Coventry Avenue",1,0,N/A
783455,"February 23, 2017",Louisiana,"Lake Charles","1700 block of Rena St",1,0,N/A
781786,"February 23, 2017",California,Patterson,"100 block of Washburn Street",1,0,N/A
780384,"February 18, 2017",Michigan,Holton,"192nd Ave and Cleveland Rd",1,0,N/A
778882,"February 18, 2017",Arkansas,Texarkana,"E. 50th Street",1,0,N/A
774826,"February 14, 2017",Indiana,Indianapolis,"3600 block of Glen Arm Rd",1,0,N/A
773797,"February 11, 2017",Wisconsin,Kenosha,"3600 block of 48th St.",1,0,N/A
766483,"February 2, 2017",Idaho,Peck,"22400 block of Big Canyon Road",1,0,N/A
765282,"January 31, 2017",Nebraska,Omaha,"14122 Manderson Plaza",1,0,N/A
764075,"January 30, 2017",Arkansas,Earle,"Lincoln Ave",1,0,N/A
761133,"January 26, 2017","South Carolina",Sumter,"Somerset Drive",1,0,N/A
757017,"January 22, 2017","South Carolina",Elgin,"200 block of Cherrywood Dr",1,0,N/A
751177,"January 15, 2017",Indiana,Greenwood,"2000 block of Jaden Lane",1,0,N/A
749453,"January 13, 2017",Ohio,Toledo,"1500 block of East Broadway St",1,0,N/A
744044,"January 5, 2017",Virginia,Bluefield,"201 Neel St",1,0,N/A
738771,"December 31, 2016",Texas,Houston,"4235 Oak Shadows",1,0,N/A
740719,"December 31, 2016",Oregon,"Grants Pass","Robertson Bridge Rd",1,0,N/A
739466,"December 31, 2016",Pennsylvania,Greencastle,"400 block of W Baltimore St",1,0,N/A
737290,"December 29, 2016",Mississippi,"Macon (Prairie Point)","Buggs Ferry Road",1,0,N/A
736671,"December 28, 2016",Georgia,Valdosta,"1000 block of Cherry Creek Drive",1,0,N/A
736729,"December 28, 2016",Maine,Sanford,"Brunell Avenue",1,0,N/A
736703,"December 27, 2016",Indiana,Elkhart,"25908 San Lu Rae Drive",1,0,N/A
734779,"December 25, 2016",Tennessee,Decaturville,"6000 block of Middleburg Rd",1,0,N/A
732239,"December 23, 2016",Indiana,Elkhart,"29508 San Lu Rae Drive",1,0,N/A
732281,"December 22, 2016",Alabama,Hartford,"3507 County Rd 41",1,0,N/A
730637,"December 21, 2016",Michigan,Detroit,"791 Tennessee St",1,0,N/A
729773,"December 19, 2016",Arkansas,Fouke,"11000 block of US 71",1,0,N/A
728345,"December 17, 2016",Mississippi,Meridian,"188 Mt. Horeb Rd",1,0,N/A
727980,"December 17, 2016",Kansas,Wichita,"1300th block of North Erie",1,0,N/A
724139,"December 12, 2016",Michigan,Detroit,"4300 block of Tireman",1,0,N/A
720656,"December 6, 2016",Georgia,Mableton,"6660 Mableton Pkwy SE",1,0,N/A
717583,"December 2, 2016",Virginia,Brookneal,"Mt Carmel Rd",1,0,N/A
713760,"November 28, 2016",Florida,"Winter Haven","2520 US Hwy 92 West",1,0,N/A
714426,"November 28, 2016",Texas,"Del Rio","406 W Martinez St",2,0,N/A
712073,"November 27, 2016",Pennsylvania,Republic,"218 Republic Rd",1,0,N/A
711910,"November 26, 2016",Tennessee,Niota,"County Road 278",1,0,N/A
707595,"November 22, 2016",Indiana,Anderson,"1600 block of West 7th Street",1,0,N/A
707587,"November 22, 2016",Virginia,Christiansburg,"700 block of Dabney Road",1,0,N/A
698745,"November 12, 2016",Colorado,"La Salle","18000 block of County Road 43",1,0,N/A
697890,"November 11, 2016",Oklahoma,"Fort Towson",N/A,1,0,N/A
696744,"November 8, 2016",Virginia,Hampton,"500 block of Pennsylvania Ave",1,0,N/A
695239,"November 7, 2016",Pennsylvania,"New Kensington (Arnold)","1417 Orchard Ave",1,0,N/A
694416,"November 6, 2016",Georgia,Atlanta,"1800 block of Charleston Avenue",1,0,N/A
688703,"October 30, 2016",Pennsylvania,Norristown,"600 block of George Street",1,0,N/A
682959,"October 22, 2016",Louisiana,Larose,"East Avenue C",1,0,N/A
677480,"October 16, 2016",Washington,Yacolt,"34900 block of NE Thompson Road",1,0,N/A
678047,"October 16, 2016","North Dakota",Bismarck,"106th St SE",1,0,N/A
675106,"October 11, 2016",Georgia,Acworth,"4800 block of Ryan Road",1,0,N/A
674302,"October 9, 2016","South Carolina",Aynor,"Garner Road",1,0,N/A
671732,"October 7, 2016",Georgia,"Richmond (county)","Done Roven Road",1,0,N/A
668506,"October 3, 2016","North Dakota",Sanborn,"506 5th St",1,0,N/A
666472,"September 29, 2016",Texas,"Fort Worth","3712 North Elm Street",1,0,N/A
664531,"September 27, 2016",Iowa,"Cedar Rapids","800 block of 15th Street SE",1,0,N/A
661322,"September 22, 2016",Maryland,Bladensburg,"4200 block of 58th Avenue",1,0,N/A
657396,"September 17, 2016",Alaska,Juneau,"3000 block of Mountainwood Circle",1,0,N/A
658997,"September 14, 2016",Texas,"Bexar (county)",N/A,1,0,N/A
653250,"September 12, 2016","South Carolina",Spartanburg,"320 Spruce Street",1,0,N/A
651827,"September 8, 2016",California,Rosamond,"2600 block of 25th Street West",1,0,N/A
649889,"September 5, 2016",Texas,"San Benito","200 block of Los Ranchitos",1,0,N/A
648867,"September 5, 2016",Michigan,Kalamazoo,"1500 block of Clinton Avenue",2,0,N/A
640740,"August 28, 2016",Kentucky,Louisville,"3015 Penway Ave",1,0,N/A
640955,"August 27, 2016",Texas,"San Benito","500 block of Doherty Street",1,0,N/A
630886,"August 15, 2016",Florida,Naples,"1900 Tamiami Trail N",1,0,N/A
628206,"August 12, 2016",Pennsylvania,Mountville,"17 West Main Street",1,0,N/A
626265,"August 9, 2016",Idaho,"New Plymouth","5000 block of Highway 52",1,0,N/A
624215,"August 6, 2016","North Carolina",Shelby,"105 Lindsey Lee Ln",1,0,N/A
624410,"August 5, 2016",Illinois,Chicago,"2700 block of West Evergreen Avenue",1,0,N/A
619891,"August 2, 2016","South Carolina",Coward,"4312 Circle Drive",1,1,N/A
621109,"August 2, 2016",Ohio,Columbus,"400 block of E Markison Ave",1,0,N/A
619579,"August 1, 2016",Oklahoma,Ardmore,"1200 block of L Street",1,0,N/A
618297,"July 31, 2016",Alabama,"Birmingham (Homewood)","1301 Lakeshore Dr.",1,0,N/A
618279,"July 30, 2016","New York",Elmira,"200 block of West Hudson Street",1,0,N/A
613134,"July 26, 2016",Texas,"San Antonio","3600 block of Callaghan Road",1,0,N/A
613014,"July 25, 2016",Arizona,Tempe,"1000 E Orange Street",1,0,N/A
610117,"July 22, 2016",Indiana,Huntingburg,"202 N. Main St.",1,0,N/A
607153,"July 19, 2016",Texas,Alvin,"3400 block of Oxford",1,0,N/A
603823,"July 15, 2016",Florida,Tallahassee,"2684 Tess Circle",1,0,N/A
603472,"July 15, 2016",Texas,Houston,"Sageland Drive",1,0,N/A
603807,"July 15, 2016",Florida,"Port Orange","829 Hudson Lane",1,0,N/A
598708,"July 8, 2016",Texas,"Mineral Wells","2600 block of S.W 8th Avenue",1,0,N/A
596588,"July 6, 2016",Alabama,Toney,"2500 block of Alabama 251",1,0,N/A
594187,"July 3, 2016",Florida,Sarasota,"4583 Bee Ridge Road",1,0,N/A
594485,"July 3, 2016",Tennessee,"Chattanooga (East Ridge)","201 Eads Street",1,0,N/A
591683,"June 29, 2016",Pennsylvania,Philadelphia,"5300 block of E Walnut Lane",1,0,N/A
591218,"June 28, 2016",Texas,"San Antonio","8600 block of Star Creek Drive",1,0,N/A
590659,"June 27, 2016",Arizona,Phoenix,"1600 block of West Missouri Avenue",1,0,N/A
586764,"June 22, 2016",Indiana,Indianapolis,"3300 block of Wallace Avenue",1,0,N/A
586625,"June 22, 2016",Georgia,Adel,"800 block of Guy Street",1,0,N/A
583177,"June 17, 2016",Pennsylvania,Pittsburgh,"4290 Melwood Ave",1,0,N/A
579852,"June 13, 2016","West Virginia",Fairmont,"Cleveland Avenue",1,0,N/A
580111,"June 11, 2016",Louisiana,"Baton Rouge","3500 block of Wayne Ave",1,0,N/A
574632,"June 7, 2016",Michigan,Detroit,"5300 block of Radnor",1,0,N/A
573656,"June 6, 2016",Maryland,Annapolis,"1300 block of Tyler Avenue",1,0,N/A
573886,"June 6, 2016",Georgia,Hawkinsville,"18 Franklin Street",1,0,N/A
571922,"June 3, 2016",Missouri,"Saint Louis","9500 block of Page Ave",1,0,N/A
571874,"June 3, 2016",Colorado,Aurora,"1575 Galena Street",1,0,N/A
571210,"June 3, 2016",Illinois,Chicago,"3500 block of South Parnell Avenue",1,0,N/A
566179,"May 25, 2016",Washington,Seattle,"6000 block of High Point Drive SW",1,0,N/A
562315,"May 19, 2016","New York",Bronx,"810 Astor Avenue",1,0,N/A
560114,"May 14, 2016",Florida,Alford,"Compass Lake Drive",1,0,N/A
556731,"May 10, 2016",Louisiana,Shreveport,"1100 block of Wilkinson Street",1,0,N/A
545114,"April 20, 2016",California,"West Point","1100 block of Bald Mountain Rd",1,0,N/A
544662,"April 19, 2016",California,Sacramento,"7800 block of Sunrise Greens Drive",1,0,N/A
541282,"April 14, 2016",California,Victorville,"13000 block of Bennington Drive",1,0,N/A
537974,"April 10, 2016","North Carolina","Granite Falls","1398 Baton Church Rd",1,0,N/A
536424,"April 7, 2016",Massachusetts,Springfield,"212 Plainfield St",1,0,N/A
533658,"April 2, 2016","South Carolina","Rock Hill","800 block of Horseman Drive",1,0,N/A
532900,"March 31, 2016","North Carolina","La Grange","Mimosa Lane and Maple Grove Dr",1,0,N/A
531149,"March 28, 2016",Georgia,Douglas,"900 block of South Coffee Avenue",1,0,N/A
529822,"March 27, 2016",Mississippi,Brookhaven,"Highway 550",1,0,N/A
530587,"March 25, 2016",Hawaii,"Mountain View","Oshiro Road",1,0,N/A
525767,"March 20, 2016",Pennsylvania,"Mount Pleasant","151 South Church St",1,0,N/A
525119,"March 19, 2016",Florida,Apopka,"1008 Sheeler Hills Drive",1,0,N/A
525329,"March 18, 2016",Iowa,"Cedar Rapids","1424 Bever Ave. SE",1,0,N/A
523810,"March 17, 2016","South Carolina",Bennettsville,"Spencer Street",1,0,N/A
522597,"March 14, 2016",Texas,Bridgeport,"County Road 3825",1,0,N/A
522401,"March 14, 2016","West Virginia",Beckley,"Bethel Road",1,0,N/A
522926,"March 14, 2016",Missouri,"Kansas City","North Flora and Northeast 80th Street",1,0,N/A
521503,"March 12, 2016",Iowa,Oskaloosa,"1593 290th Street",1,0,N/A
518198,"March 7, 2016","West Virginia",Morgantown,"Church Hill Drive",1,0,N/A
519902,"March 6, 2016",Mississippi,Laurel,"County Road 237",1,0,N/A
